	trialType	Response	Attempts	RT	waterTime
0	AB	correct	1	2.003000020980835	1.7820000648498535
1	AB	correct	1	72.98499989509583	2.864000082015991
2	AB	correct	1	6.138000011444092	2.553999900817871
3	AB	correct	1	5.827999830245972	3.0440001487731934
4	AB	correct	1	13.578999996185303	2.5440001487731934
5	AB	incorrect	1	3.125	NA
6	AB	correct	1	4.60699987411499	2.824000120162964
7	AB	incorrect	1	2.0329999923706055	NA
8	AB	correct	1	2.614000082015991	2.5230000019073486
9	AB	incorrect	1	1.0320000648498535	NA
10	AB	correct	1	4.397000074386597	2.372999906539917
11	AB	correct	1	5.057999849319458	2.433000087738037
12	AB	incorrect	1	0.8110001087188721	NA
13	AB	correct	1	2.944000005722046	2.4630000591278076
14	AB	correct	1	3.0239999294281006	2.5439999103546143
15	AB	correct	1	4.47599983215332	3.1550002098083496
16	AB	correct	1	1.2919998168945312	2.5240001678466797
17	AB	correct	1	9.404000043869019	2.444000005722046
18	AB	correct	1	3.2649998664855957	2.5340001583099365
19	AB	correct	1	4.075999975204468	2.3439998626708984
20	AB	correct	1	5.948999881744385	2.5429999828338623
21	AB	incorrect	1	2.443000078201294	NA
22	AB	correct	1	7.430999994277954	2.633999824523926
23	AB	correct	1	7.760999917984009	2.2929999828338623
24	AB	incorrect	1	2.253000020980835	NA
25	AB	correct	1	11.146000146865845	2.623999834060669
26	AB	incorrect	1	1.5230000019073486	NA
27	AB	correct	1	3.24399995803833	2.5940001010894775
28	AB	correct	1	8.913000106811523	2.5329999923706055
29	AB	correct	1	14.06000018119812	2.6639997959136963
30	AB	correct	1	5.4079999923706055	2.5429999828338623
31	AB	incorrect	1	1.312000036239624	NA
32	AB	incorrect	1	4.697000026702881	NA
33	AB	correct	1	3.4549999237060547	2.5240001678466797
34	AB	correct	1	3.4149999618530273	2.4539999961853027
35	AB	correct	1	0.9309999942779541	2.6039998531341553
36	AB	correct	1	3.4049999713897705	2.5339999198913574
37	AB	correct	1	13.11899995803833	2.3529999256134033
38	AB	correct	1	1.7929999828338623	2.694000005722046
39	AB	incorrect	1	0.8209998607635498	NA
40	AB	correct	1	12.077000141143799	2.493000030517578
41	AB	correct	1	3.686000108718872	2.5230000019073486
42	AB	incorrect	1	0.8519999980926514	NA
43	AB	correct	1	3.575000047683716	2.572999954223633
44	AB	correct	1	8.842999935150146	2.443000078201294
45	AB	incorrect	1	1.1019999980926514	NA
46	AB	incorrect	1	3.8949999809265137	NA
47	AB	correct	1	2.562999963760376	2.4739999771118164
48	AB	incorrect	1	0.7109999656677246	NA
49	AB	correct	1	7.06000018119812	2.482999801635742
50	AB	incorrect	1	2.013000011444092	NA
51	AB	correct	1	2.1430001258850098	2.572999954223633
52	AB	incorrect	1	2.4639999866485596	NA
53	AB	correct	1	4.106000185012817	2.563999891281128
54	AB	correct	1	1.7430000305175781	2.493000030517578
55	AB	correct	1	1.0320000648498535	2.562999963760376
56	AB	correct	1	4.205999851226807	2.6440000534057617
57	AB	correct	1	3.765000104904175	2.624000072479248
58	AB	correct	1	2.1029999256134033	2.552999973297119
59	AB	correct	1	2.9040000438690186	2.4739999771118164
60	AB	correct	1	3.0850000381469727	2.7739999294281006
61	AB	correct	1	1.7929999828338623	2.422999858856201
62	AB	correct	1	2.623999834060669	2.503000020980835
63	AB	incorrect	1	1.8619999885559082	NA
