	accuracy	average_RT	average_water_time	OD	LH	ITI	ISI	condition
0	na	2.9549999237060547	1.9119999408721924			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
1	na	3.3604999780654907	2.1875			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
2	na	3.6923333803812661	2.3429999351501465			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
3	na	3.5127500891685486	2.325499951839447			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
4	na	3.0506000518798828	2.3809999942779543			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
5	na	2.7290000518163047	2.3530000050862632			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
6	na	2.8955714702606201	2.381714309964861			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
7	na	2.7740000188350677	2.3806250393390656			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
8	na	2.6282222270965576	2.4087778197394476			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
9	na	2.4734999895095826	2.3902000427246093			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
10	na	2.3096363544464111	2.406818216497248			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
11	na	2.2214166522026062	2.4174167116483054			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
12	na	2.092153842632587	2.4186154145460863			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
13	na	2.0292857033865794	2.4096428837094988			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
14	na	2.2131333351135254	2.4152000268300373			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
15	na	2.1198749989271164	2.4245000332593918			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
16	na	2.1477647108190201	2.4144117972430061			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
17	na	2.1024444500605264	2.4243889252344766			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
18	na	2.1710000163630436	2.4312105555283394			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
19	na	2.2998000144958497	2.4353000283241273			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
20	1.0	2.211761917386736	2.42185716401963			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
21	1.0	2.2145454666831275	2.4265000278299507			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
22	1.0	2.305478272230729	2.4303043821583623			0.0	0.0	trialOrders/AB_64_trials/AB_64_trials9.txt
