	accuracy	average_RT	average_water_time	ITI	ISI	condition
0	na	76.519999980926514	4.5559999942779541	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
1	na	45.069499969482422	3.7450000047683716	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
2	na	32.326333363850914	3.6150000095367432	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
3	na	25.887000024318695	3.3597500324249268	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
4	na	22.225799989700317	3.202600049972534	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
5	na	19.993499994277954	3.1395000219345093	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
6	na	17.456285715103149	3.0758571624755859	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
7	na	16.722625017166138	3.0056250095367432	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
8	na	15.447555568483141	2.9476666715410023	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
9	na	14.063000011444093	2.9292999982833861	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
10	na	13.480090921575373	2.9015454378995029	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
11	na	12.479416688283285	2.8659166495005288	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
12	na	11.716692319283119	2.8896153706770678	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
13	na	10.985642858913966	2.8541428531919206	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
14	na	10.427533340454101	2.8193999926249185	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
15	na	10.074375003576279	2.7871249914169312	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
16	na	9.5748235337874466	2.7716470465940586	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
17	na	9.106833325492012	2.7556666665607028	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
18	na	8.6796841997849317	2.7597894794062565	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
19	na	8.3778499960899353	2.743999993801117	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
20	1.0	8.30795236996242	2.7340000016348704	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
21	1.0	8.0591363473372031	2.724454554644498	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
22	1.0	7.9917825926905097	2.7135217500769575	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
23	1.0	8.5221249858538304	2.7339583436648049	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
24	1.0	8.5281599903106695	2.7335600090026855	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
25	1.0	8.5402307602075425	2.7255000059421244	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
26	1.0	8.3726296248259366	2.7198888902310974	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
27	1.0	8.399821426187243	2.7057142853736877	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
28	1.0	8.3018275869303739	2.694965518754104	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
29	1.0	8.0815333366394047	2.6895666678746539	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
30	1.0	8.0889677463039273	2.6822903233189739	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
31	1.0	7.9535312578082085	2.678593747317791	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
32	1.0	7.7713939421104659	2.6696363651391231	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
33	1.0	7.6362058835871078	2.660029411315918	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
34	1.0	7.512714283806937	2.6655714307512555	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
35	1.0	7.4642500016424389	2.6652499967151217	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
36	1.0	7.3212432410265951	2.6595135121732145	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
37	1.0	7.1491315741288037	2.6538157902265849	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
38	1.0	7.0053589649689503	2.6512564145601711	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
39	1.0	6.8975499927997586	2.643825000524521	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
40	1.0	6.8074877959925955	2.6372195162424226	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
41	1.0	6.7162142764954336	2.6326190517062233	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
42	1.0	6.7072092932324079	2.6286976781002309	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
43	1.0	6.6417272632772271	2.6247272762385281	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
44	1.0	6.5493333286709259	2.6184666686587863	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
45	1.0	6.4959999944852749	2.6164130438929019	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
46	1.0	6.3974255247318998	2.6696170238738364	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
47	1.0	6.4064166595538454	2.6676250050465264	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials6.txt
