	accuracy	average_RT	average_water_time	ITI	ISI	condition
0	na	79.123999834060669	2.8940000534057617	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
1	na	45.635499835014343	2.8340001106262207	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
2	na	32.095999876658119	2.6936667760213218	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
3	na	25.821999907493591	2.6535000801086426	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
4	na	22.668599939346315	2.5934000492095945	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
5	na	19.19099994500478	2.5934000492095945	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
6	na	16.892857108797347	2.6201666990915933	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
7	na	15.689999967813492	2.6107142993382046	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
8	na	14.066888862186008	2.6107142993382046	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
9	na	13.405299973487853	2.5960000157356262	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
10	na	12.470636346123435	2.5880000061459012	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
11	na	12.033166646957397	2.5880000061459012	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
12	na	11.260076907964853	2.5885999917984011	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
13	na	10.908571413585118	2.5808181762695313	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
14	na	10.351599995295206	2.5810833175977073	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
15	na	9.8567499965429306	2.5828461280235877	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
16	na	9.5973529394935166	2.5857856784548079	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
17	na	9.8897777795791626	2.5816666285196939	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
18	na	9.7909473745446451	2.5792499631643295	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
19	na	9.4195500016212463	2.5777646653792439	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
20	0.84999999999999998	9.091619048799787	2.5714444054497614	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
21	0.84999999999999998	9.0885000012137667	2.5715789167504561	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
22	0.80000000000000004	8.7700000016585644	2.5715789167504561	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
23	0.80000000000000004	9.072208335002264	2.5741499781608583	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
24	0.80000000000000004	8.8807600021362312	2.5727142606462752	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
25	0.84999999999999998	8.571538457503685	2.5704999837008389	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
26	0.84999999999999998	8.2811481422848168	2.5693478169648545	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
27	0.84999999999999998	8.0658928496497015	2.5724166631698608	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
28	0.90000000000000002	7.8978965446866791	2.5668799877166748	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
29	0.90000000000000002	7.666666666666667	2.5629230645986705	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
30	0.90000000000000002	7.5110967697635775	2.5625925858815513	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
31	0.90000000000000002	7.3411562442779541	2.5625925858815513	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
32	0.90000000000000002	7.3809090888861455	2.5687142780848911	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
33	0.84999999999999998	7.1991764727760765	2.5687142780848911	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
34	0.84999999999999998	7.1826285702841624	2.5623103421309898	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
35	0.84999999999999998	7.0200833347108631	2.5633666594823201	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
36	0.84999999999999998	6.9740810845349284	2.5672580580557547	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
37	0.80000000000000004	6.8137368465724748	2.5672580580557547	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
38	0.80000000000000004	6.8506153913644647	2.563718743622303	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
39	0.80000000000000004	6.8045250058174132	2.5682727206837046	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
40	0.80000000000000004	6.9353170801953574	2.6320588167975929	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
41	0.80000000000000004	6.867952386538188	2.6341142790658134	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
42	0.84999999999999998	6.7673720980799477	2.6410555508401661	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
43	0.84999999999999998	6.8313863710923632	2.641135125546842	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
44	0.84999999999999998	6.7877333429124622	2.6383157780295923	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
45	0.84999999999999998	6.7290000086245332	2.6330769123175206	0.0	0.0	trialOrders/AB_64_trials/AB_64_trials13.txt
