	trialType	Response	Attempts	RT	waterTime
0	AB	correct		26.558000087738037	2.5439999103546143
1	AB	correct		15.51200008392334	2.372999906539917
2	AB	correct		5.878999948501587	2.263000011444092
3	AB	correct		3.3350000381469727	2.422999858856201
4	AB	incorrect		1.9029998779296875	NA
5	AB	correct		7.099999904632568	2.203000068664551
6	AB	correct		3.865000009536743	2.1429998874664307
7	AB	incorrect		1.7420001029968262	NA
8	AB	correct		0.44099998474121094	2.182999849319458
9	AB	incorrect		2.253999948501587	NA
10	AB	correct		7.519999980926514	2.2840001583099365
11	AB	correct		1.8320000171661377	2.193000078201294
12	AB	correct		1.2920000553131104	2.052999973297119
13	AB	correct		0.8710000514984131	2.1629998683929443
14	AB	correct		1.812999963760376	2.312999963760376
15	AB	correct		2.4830000400543213	2.1029999256134033
16	AB	incorrect		0.5809998512268066	NA
17	AB	incorrect		0.570000171661377	NA
18	AB	correct		1.180999994277954	2.1029999256134033
19	AB	incorrect		1.7929999828338623	NA
20	AB	correct		0.5710000991821289	2.182999849319458
21	AB	incorrect		0.870999813079834	NA
22	AB	correct		1.1610000133514404	1.9629998207092285
23	AB	incorrect		0.25	NA
24	AB	incorrect		1.5520000457763672	NA
25	AB	incorrect		0.6110000610351562	NA
26	AB	incorrect		0.5709998607635498	NA
27	AB	incorrect		0.5109999179840088	NA
28	AB	correct		3.383999824523926	2.013000011444092
29	AB	correct		3.253999948501587	2.203000068664551
30	AB	incorrect		0.9520001411437988	NA
31	AB	incorrect		0.7810001373291016	NA
32	AB	correct		4.816999912261963	2.073000192642212
33	AB	incorrect		2.434000015258789	NA
34	AB	incorrect		0.7710001468658447	NA
35	AB	correct		1.6419999599456787	2.263000011444092
36	AB	incorrect		0.6010000705718994	NA
37	AB	incorrect		1.5420000553131104	NA
38	AB	incorrect		0.5610001087188721	NA
39	AB	incorrect		1.0410001277923584	NA
40	AB	correct		3.2049999237060547	1.9830000400543213
41	AB	incorrect		1.6019999980926514	NA
42	AB	correct		0.9210000038146973	2.062999963760376
43	AB	correct		1.6719999313354492	2.2039999961853027
44	AB	incorrect		4.055999994277954	NA
45	AB	correct		0.5610001087188721	2.11299991607666
46	AB	correct		0.7610001564025879	2.192999839782715
47	AB	correct		1.5230000019073486	2.0929999351501465
48	AB	incorrect		4.415999889373779	NA
49	AB	correct		3.305000066757202	2.1630001068115234
50	AB	correct		1.9730000495910645	2.1629998683929443
51	AB	incorrect		1.6119999885559082	NA
52	AB	incorrect		3.245000123977661	NA
53	AB	incorrect		0.9210000038146973	NA
54	AB	correct		0.4309999942779541	2.1530001163482666
55	AB	correct		3.625	2.24399995803833
56	AB	incorrect		1.3220000267028809	NA
57	AB	correct		0.500999927520752	2.1630001068115234
58	AB	correct		1.062000036239624	2.062999963760376
59	AB	incorrect		0.8510000705718994	NA
60	AB	correct		4.91700005531311	2.1530001163482666
61	AB	incorrect		2.2130000591278076	NA
62	AB	correct		0.7809998989105225	2.183000087738037
63	AB	correct		1.3919999599456787	2.052999973297119
